epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,17.2551,0.78518,1.15627,0.97805,0.00333,1,0.995,0.50135,1.62223,3.07032,1.94821,0.000456512,0.000456512,0.000456512
30,17.8274,1.03071,1.33552,1.14301,0.00333,1,0.995,0.50135,1.62223,3.07032,1.94821,0.000468988,0.000468988,0.000468988
31,18.4234,0.98429,1.31073,1.1465,0.00333,1,0.995,0.54704,1.63124,2.87992,1.86214,0.0004812,0.0004812,0.0004812
32,18.9897,1.00669,1.20812,1.05035,0.00333,1,0.995,0.54704,1.63124,2.87992,1.86214,0.000493148,0.000493148,0.000493148
33,19.5913,1.08967,1.60986,1.22331,0.00333,1,0.995,0.44754,1.73491,2.79972,1.92644,0.000504832,0.000504832,0.000504832
34,20.1923,0.77118,1.15179,1.02197,0.00333,1,0.995,0.44754,1.73491,2.79972,1.92644,0.000516252,0.000516252,0.000516252
35,20.8165,0.92607,1.49043,1.05068,0.00333,1,0.995,0.50913,1.89579,2.91374,2.06474,0.000527408,0.000527408,0.000527408
36,21.4198,0.86792,1.2304,1.11195,0.00333,1,0.995,0.50913,1.89579,2.91374,2.06474,0.0005383,0.0005383,0.0005383
37,22.0389,0.96361,1.29577,1.17183,0.00333,1,0.995,0.44671,1.80457,2.88034,2.02556,0.000548928,0.000548928,0.000548928
38,22.6108,0.87577,1.26326,1.04752,0.00333,1,0.995,0.44671,1.80457,2.88034,2.02556,0.000559292,0.000559292,0.000559292
39,23.2248,0.99968,1.19124,1.1021,0.00333,1,0.995,0.49667,1.8949,2.88203,2.15415,0.000569392,0.000569392,0.000569392
40,23.8015,0.87697,1.19898,1.05172,0.00333,1,0.995,0.49667,1.8949,2.88203,2.15415,0.000579228,0.000579228,0.000579228
41,24.5316,0.99281,1.32927,1.21722,0.01434,1,0.995,0.4479,1.93255,2.84016,2.01692,0.0005888,0.0005888,0.0005888
42,25.1032,0.88546,1.16053,1.11626,0.01434,1,0.995,0.4479,1.93255,2.84016,2.01692,0.000598108,0.000598108,0.000598108
43,25.6959,0.83655,1.07341,1.01068,0.84304,1,0.995,0.52229,1.82553,2.64031,2.06579,0.000607152,0.000607152,0.000607152
44,26.2722,0.88333,1.08126,1.10079,0.84304,1,0.995,0.52229,1.82553,2.64031,2.06579,0.000615932,0.000615932,0.000615932
45,26.8839,0.87241,1.2431,1.1707,0.87504,1,0.995,0.597,1.85197,2.45345,2.12202,0.000624448,0.000624448,0.000624448
46,27.4991,0.83398,1.12917,1.05608,0.87504,1,0.995,0.597,1.85197,2.45345,2.12202,0.0006327,0.0006327,0.0006327
47,28.1258,0.88302,1.07765,1.02797,0.92647,1,0.995,0.5969,1.85426,2.35472,2.09674,0.000640688,0.000640688,0.000640688
48,28.7193,0.68288,0.95648,0.94305,0.92647,1,0.995,0.5969,1.85426,2.35472,2.09674,0.000648412,0.000648412,0.000648412
49,29.3347,0.78758,0.99016,0.9887,0.95743,1,0.995,0.49852,1.79856,2.1273,2.31222,0.000655872,0.000655872,0.000655872
50,29.9144,0.87215,1.04825,0.96579,0.95743,1,0.995,0.49852,1.79856,2.1273,2.31222,0.000663068,0.000663068,0.000663068
51,30.5255,0.81461,1.34133,0.96405,0.97202,1,0.995,0.45003,1.80591,2.09832,2.27852,0.00067,0.00067,0.00067
52,31.1067,0.81557,1.00879,0.94889,0.97202,1,0.995,0.45003,1.80591,2.09832,2.27852,0.000676668,0.000676668,0.000676668
53,31.6883,0.84099,0.97149,0.94404,0.97202,1,0.995,0.45003,1.80591,2.09832,2.27852,0.000683072,0.000683072,0.000683072
54,32.2955,0.84389,1.20689,1.04775,0.98884,1,0.995,0.49709,1.79402,2.01738,1.99339,0.000689212,0.000689212,0.000689212
55,32.9051,0.61523,0.94452,0.94708,0.98884,1,0.995,0.49709,1.79402,2.01738,1.99339,0.000695088,0.000695088,0.000695088
56,33.496,0.85589,1.12504,1.033,0.98884,1,0.995,0.49709,1.79402,2.01738,1.99339,0.0007007,0.0007007,0.0007007
57,34.2347,0.78995,1.19306,1.06568,0.98363,1,0.995,0.4975,1.78467,2.00801,2.13928,0.000706048,0.000706048,0.000706048
58,34.85,0.65652,1.14811,0.9983,0.98363,1,0.995,0.4975,1.78467,2.00801,2.13928,0.000711132,0.000711132,0.000711132
59,35.44,0.932,1.3084,1.06832,0.98363,1,0.995,0.4975,1.78467,2.00801,2.13928,0.000715952,0.000715952,0.000715952
60,36.0433,0.8729,1.12326,1.0689,0.97794,1,0.995,0.54704,1.80718,1.85536,2.08421,0.000720508,0.000720508,0.000720508
61,36.6636,0.74132,1.13183,0.95208,0.97794,1,0.995,0.54704,1.80718,1.85536,2.08421,0.0007248,0.0007248,0.0007248
62,37.2849,0.98967,1.26311,1.08379,0.97794,1,0.995,0.54704,1.80718,1.85536,2.08421,0.000728828,0.000728828,0.000728828
63,37.8941,0.77033,1.11708,0.92472,0.97023,1,0.995,0.45237,1.97777,2.22185,2.18717,0.000732592,0.000732592,0.000732592
64,38.5265,0.7615,1.09426,0.94914,0.97023,1,0.995,0.45237,1.97777,2.22185,2.18717,0.000736092,0.000736092,0.000736092
65,39.2841,0.76473,0.99683,0.96179,0.97023,1,0.995,0.45237,1.97777,2.22185,2.18717,0.000739328,0.000739328,0.000739328
66,39.9761,0.75982,1.02997,1.04138,0.95629,1,0.995,0.2738,2.3015,2.5144,2.59806,0.0007423,0.0007423,0.0007423
67,40.6711,0.94496,1.11639,1.08291,0.95629,1,0.995,0.2738,2.3015,2.5144,2.59806,0.000745008,0.000745008,0.000745008
68,41.3156,0.75842,0.94713,1.01172,0.95629,1,0.995,0.2738,2.3015,2.5144,2.59806,0.000747452,0.000747452,0.000747452
69,41.9297,0.72581,1.12785,1.027,1,0.98209,0.995,0.27891,1.91297,2.61167,2.25632,0.000749632,0.000749632,0.000749632
70,42.4835,0.75795,0.99312,0.94151,1,0.98209,0.995,0.27891,1.91297,2.61167,2.25632,0.000751548,0.000751548,0.000751548
71,43.0958,0.73347,0.98215,0.9862,1,0.98209,0.995,0.27891,1.91297,2.61167,2.25632,0.0007532,0.0007532,0.0007532
72,43.7984,0.8262,1.09348,0.96081,1,0.96496,0.995,0.28779,1.83368,2.81244,2.19978,0.000754588,0.000754588,0.000754588
73,44.5399,0.74397,1.12521,1.06232,1,0.96496,0.995,0.28779,1.83368,2.81244,2.19978,0.000755712,0.000755712,0.000755712
74,45.15,0.79414,1.0718,1.10957,1,0.96496,0.995,0.28779,1.83368,2.81244,2.19978,0.000756572,0.000756572,0.000756572
75,45.8049,0.63521,0.89309,0.976,0.96069,1,0.995,0.36662,1.97416,2.4229,2.23787,0.000757168,0.000757168,0.000757168
76,46.4395,0.66215,0.9338,0.93317,0.96069,1,0.995,0.36662,1.97416,2.4229,2.23787,0.0007575,0.0007575,0.0007575
77,47.0063,0.72431,0.95759,0.90788,0.96069,1,0.995,0.36662,1.97416,2.4229,2.23787,0.000757568,0.000757568,0.000757568
78,47.6037,0.54996,0.95639,0.94284,0.97464,1,0.995,0.37737,2.06249,2.02671,2.30471,0.000757372,0.000757372,0.000757372
79,48.1688,0.80545,0.84419,0.85309,0.97464,1,0.995,0.37737,2.06249,2.02671,2.30471,0.000756912,0.000756912,0.000756912
80,48.7318,0.64118,0.86657,0.94827,0.97464,1,0.995,0.37737,2.06249,2.02671,2.30471,0.000756188,0.000756188,0.000756188
81,49.3082,0.72982,1.17472,0.97346,0.96243,1,0.995,0.40681,1.72797,2.70668,1.95658,0.0007552,0.0007552,0.0007552
82,49.8752,0.56934,0.85503,0.93516,0.96243,1,0.995,0.40681,1.72797,2.70668,1.95658,0.000753948,0.000753948,0.000753948
83,50.4293,0.67689,0.88252,0.92147,0.96243,1,0.995,0.40681,1.72797,2.70668,1.95658,0.000752432,0.000752432,0.000752432
84,51.167,0.66621,0.99883,1.01336,0.95715,1,0.995,0.55699,1.58997,2.7508,1.82205,0.000750652,0.000750652,0.000750652
85,51.784,0.58772,0.79955,0.94333,0.95715,1,0.995,0.55699,1.58997,2.7508,1.82205,0.000748608,0.000748608,0.000748608
86,52.4408,0.58093,0.80703,0.92154,0.95715,1,0.995,0.55699,1.58997,2.7508,1.82205,0.0007463,0.0007463,0.0007463
87,53.0529,0.5289,0.81784,0.95283,0.95715,1,0.995,0.55699,1.58997,2.7508,1.82205,0.000743728,0.000743728,0.000743728
88,53.6957,0.69294,0.87567,0.95515,0.97294,1,0.995,0.69609,1.47746,1.91659,1.86692,0.000740892,0.000740892,0.000740892
89,54.3152,0.68559,1.08075,1.00272,0.97294,1,0.995,0.69609,1.47746,1.91659,1.86692,0.000737792,0.000737792,0.000737792
90,54.9752,0.57422,0.71361,0.898,0.97294,1,0.995,0.69609,1.47746,1.91659,1.86692,0.000734428,0.000734428,0.000734428
91,55.7915,0.63014,1.07454,1.03262,0.97294,1,0.995,0.69609,1.47746,1.91659,1.86692,0.0007308,0.0007308,0.0007308
92,56.4182,0.56708,0.92073,0.9696,0.9814,1,0.995,0.64658,1.45398,1.84126,1.88778,0.000726908,0.000726908,0.000726908
93,57.0417,0.93315,0.99739,1.09344,0.9814,1,0.995,0.64658,1.45398,1.84126,1.88778,0.000722752,0.000722752,0.000722752
94,57.6669,0.55984,0.80641,0.87329,0.9814,1,0.995,0.64658,1.45398,1.84126,1.88778,0.000718332,0.000718332,0.000718332
95,58.3119,0.65473,0.89978,0.95411,0.9814,1,0.995,0.64658,1.45398,1.84126,1.88778,0.000713648,0.000713648,0.000713648
96,58.991,0.51387,0.7109,0.9447,0.98269,1,0.995,0.64654,1.32109,1.79386,1.74324,0.0007087,0.0007087,0.0007087
97,59.6753,0.53736,0.79117,0.91253,0.98269,1,0.995,0.64654,1.32109,1.79386,1.74324,0.000703488,0.000703488,0.000703488
98,60.2685,0.57918,0.75943,0.91515,0.98269,1,0.995,0.64654,1.32109,1.79386,1.74324,0.000698012,0.000698012,0.000698012
99,60.8516,0.64854,0.84579,0.88453,0.98269,1,0.995,0.64654,1.32109,1.79386,1.74324,0.000692272,0.000692272,0.000692272
100,61.459,0.62129,0.78837,0.96833,0.98152,1,0.995,0.6965,1.36215,1.47798,1.68777,0.000686268,0.000686268,0.000686268
101,62.0978,0.61459,0.76242,0.89517,0.98152,1,0.995,0.6965,1.36215,1.47798,1.68777,0.00068,0.00068,0.00068
102,62.6786,0.57408,0.82499,0.92513,0.98152,1,0.995,0.6965,1.36215,1.47798,1.68777,0.0006668,0.0006668,0.0006668
103,63.3276,0.57825,0.86075,0.94159,0.98152,1,0.995,0.6965,1.36215,1.47798,1.68777,0.0006536,0.0006536,0.0006536
104,63.9841,0.63322,0.85508,0.93046,0.98036,1,0.995,0.64658,1.45445,1.47022,1.8792,0.0006404,0.0006404,0.0006404
105,64.6664,0.49664,0.84208,0.97461,0.98036,1,0.995,0.64658,1.45445,1.47022,1.8792,0.0006272,0.0006272,0.0006272
106,65.3103,0.66568,0.9137,0.97589,0.98036,1,0.995,0.64658,1.45445,1.47022,1.8792,0.000614,0.000614,0.000614
107,65.9287,0.48019,0.80033,0.94831,0.98036,1,0.995,0.64658,1.45445,1.47022,1.8792,0.0006008,0.0006008,0.0006008
108,66.7235,0.52236,0.98297,0.95033,0.98124,1,0.995,0.62179,1.51007,1.61698,2.03999,0.0005876,0.0005876,0.0005876
109,67.3562,0.55581,0.7481,0.89046,0.98124,1,0.995,0.62179,1.51007,1.61698,2.03999,0.0005744,0.0005744,0.0005744
110,67.9826,0.55651,0.75676,0.94671,0.98124,1,0.995,0.62179,1.51007,1.61698,2.03999,0.0005612,0.0005612,0.0005612
111,68.6066,0.55756,0.73675,0.85703,0.98124,1,0.995,0.62179,1.51007,1.61698,2.03999,0.000548,0.000548,0.000548
112,69.2779,0.4698,0.83726,0.89889,0.98127,1,0.995,0.6965,1.5348,1.52538,2.09038,0.0005348,0.0005348,0.0005348
113,69.9144,0.47916,0.67347,0.88816,0.98127,1,0.995,0.6965,1.5348,1.52538,2.09038,0.0005216,0.0005216,0.0005216
114,70.5745,0.56245,0.94574,1.03932,0.98127,1,0.995,0.6965,1.5348,1.52538,2.09038,0.0005084,0.0005084,0.0005084
115,71.2348,0.50454,0.79979,0.93623,0.98127,1,0.995,0.6965,1.5348,1.52538,2.09038,0.0004952,0.0004952,0.0004952
116,71.9065,0.56467,0.79384,0.91675,0.98101,1,0.995,0.64654,1.66113,1.38246,2.10624,0.000482,0.000482,0.000482
117,72.5169,0.5614,0.75133,0.92167,0.98101,1,0.995,0.64654,1.66113,1.38246,2.10624,0.0004688,0.0004688,0.0004688
118,73.1531,0.5615,0.86415,0.86597,0.98101,1,0.995,0.64654,1.66113,1.38246,2.10624,0.0004556,0.0004556,0.0004556
119,73.7579,0.60941,0.80722,0.93253,0.98101,1,0.995,0.64654,1.66113,1.38246,2.10624,0.0004424,0.0004424,0.0004424
120,74.3821,0.43682,0.64942,0.85021,0.98055,1,0.995,0.59688,1.7393,1.61267,2.2717,0.0004292,0.0004292,0.0004292
121,74.995,0.48686,0.73486,0.89862,0.98055,1,0.995,0.59688,1.7393,1.61267,2.2717,0.000416,0.000416,0.000416
122,75.6116,0.69893,0.91265,0.99759,0.98055,1,0.995,0.59688,1.7393,1.61267,2.2717,0.0004028,0.0004028,0.0004028
123,76.2723,0.52538,0.75593,0.95534,0.98055,1,0.995,0.59688,1.7393,1.61267,2.2717,0.0003896,0.0003896,0.0003896
124,76.9353,0.52574,0.79343,0.88484,0.98339,1,0.995,0.53058,1.78766,1.69844,2.25347,0.0003764,0.0003764,0.0003764
125,77.6625,0.55737,0.74834,0.98084,0.98339,1,0.995,0.53058,1.78766,1.69844,2.25347,0.0003632,0.0003632,0.0003632
126,78.2249,0.454,0.66802,0.90402,0.98339,1,0.995,0.53058,1.78766,1.69844,2.25347,0.00035,0.00035,0.00035
127,78.8028,0.39123,0.63929,0.89407,0.98339,1,0.995,0.53058,1.78766,1.69844,2.25347,0.0003368,0.0003368,0.0003368
128,79.3912,0.49856,0.83045,0.85167,0.98476,1,0.995,0.42324,1.8383,1.67464,2.25475,0.0003236,0.0003236,0.0003236
129,79.9515,0.4821,0.66644,0.88468,0.98476,1,0.995,0.42324,1.8383,1.67464,2.25475,0.0003104,0.0003104,0.0003104
130,80.5599,0.49707,0.6581,0.88724,0.98476,1,0.995,0.42324,1.8383,1.67464,2.25475,0.0002972,0.0002972,0.0002972
131,81.121,0.48133,0.65243,0.84426,0.98476,1,0.995,0.42324,1.8383,1.67464,2.25475,0.000284,0.000284,0.000284
132,81.7904,0.52809,0.74405,0.90233,0.98372,1,0.995,0.52229,1.81017,1.6052,2.12169,0.0002708,0.0002708,0.0002708
133,82.3518,0.42207,0.60864,0.89147,0.98372,1,0.995,0.52229,1.81017,1.6052,2.12169,0.0002576,0.0002576,0.0002576
134,82.9073,0.55956,0.75452,0.91993,0.98372,1,0.995,0.52229,1.81017,1.6052,2.12169,0.0002444,0.0002444,0.0002444
135,83.4752,0.51229,0.81745,0.97394,0.98372,1,0.995,0.52229,1.81017,1.6052,2.12169,0.0002312,0.0002312,0.0002312
136,84.0486,0.45419,0.77458,0.93411,0.97859,1,0.995,0.52229,1.70001,1.43151,1.95728,0.000218,0.000218,0.000218
137,84.598,0.4495,0.64477,0.8521,0.97859,1,0.995,0.52229,1.70001,1.43151,1.95728,0.0002048,0.0002048,0.0002048
138,85.1467,0.65944,0.77365,0.97404,0.97859,1,0.995,0.52229,1.70001,1.43151,1.95728,0.0001916,0.0001916,0.0001916
139,85.7313,0.49668,0.7489,0.87776,0.97859,1,0.995,0.52229,1.70001,1.43151,1.95728,0.0001784,0.0001784,0.0001784
140,86.2968,0.43747,0.71703,0.89496,0.97723,1,0.995,0.597,1.60346,1.2831,1.83871,0.0001652,0.0001652,0.0001652
141,87.744,0.4071,1.01068,0.89783,0.97723,1,0.995,0.597,1.60346,1.2831,1.83871,0.000152,0.000152,0.000152
142,88.6036,0.39602,1.01157,0.94348,0.97723,1,0.995,0.597,1.60346,1.2831,1.83871,0.0001388,0.0001388,0.0001388
143,89.2877,0.47137,0.95062,0.88906,0.97723,1,0.995,0.597,1.60346,1.2831,1.83871,0.0001256,0.0001256,0.0001256
144,89.8731,0.41455,0.95113,0.87073,0.97674,1,0.995,0.62179,1.46292,1.07111,1.66327,0.0001124,0.0001124,0.0001124
145,90.4522,0.36847,0.91865,0.84323,0.97674,1,0.995,0.62179,1.46292,1.07111,1.66327,9.92e-05,9.92e-05,9.92e-05
146,91.019,0.35316,0.89057,0.89294,0.97674,1,0.995,0.62179,1.46292,1.07111,1.66327,8.6e-05,8.6e-05,8.6e-05
147,91.5716,0.40223,0.99922,0.86515,0.97674,1,0.995,0.62179,1.46292,1.07111,1.66327,7.28e-05,7.28e-05,7.28e-05
148,92.1905,0.37839,0.97062,0.75157,0.97726,1,0.995,0.62179,1.3604,0.99958,1.59187,5.96e-05,5.96e-05,5.96e-05
149,92.7415,0.3682,0.95751,0.82154,0.97726,1,0.995,0.62179,1.3604,0.99958,1.59187,4.64e-05,4.64e-05,4.64e-05
150,93.2984,0.32752,0.84351,0.85236,0.97726,1,0.995,0.62179,1.3604,0.99958,1.59187,3.32e-05,3.32e-05,3.32e-05
