epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,26.7188,0.9229,1.25878,1.14813,0.00333,1,0.995,0.32343,2.01582,3.04568,2.45843,0.000487162,0.000487162,0.000487162
43,27.3207,0.82232,1.15705,1.0067,0.00713,1,0.995,0.348,2.10505,3.05725,2.60211,0.000490728,0.000490728,0.000490728
44,27.883,0.71701,1.03778,1.00956,0.00713,1,0.995,0.348,2.10505,3.05725,2.60211,0.000493898,0.000493898,0.000493898
45,28.5082,0.93046,1.31234,1.14842,0.86194,1,0.995,0.37288,1.96058,2.77551,2.3252,0.000496672,0.000496672,0.000496672
46,29.099,0.78943,1.01996,1.00729,0.86194,1,0.995,0.37288,1.96058,2.77551,2.3252,0.00049905,0.00049905,0.00049905
47,29.7134,0.92655,1.12818,1.03475,0.96399,1,0.995,0.49855,1.6576,2.66544,2.25967,0.000501032,0.000501032,0.000501032
48,30.3185,0.73261,1.0556,0.95619,0.96399,1,0.995,0.49855,1.6576,2.66544,2.25967,0.000502618,0.000502618,0.000502618
49,30.9502,0.80713,1.13333,1.04483,0.97841,1,0.995,0.47365,1.80535,2.47616,2.39742,0.000503808,0.000503808,0.000503808
50,31.5527,0.64153,0.96415,0.93871,0.97841,1,0.995,0.47365,1.80535,2.47616,2.39742,0.000504602,0.000504602,0.000504602
51,32.1677,0.73994,1.31019,0.96435,0.99714,1,0.995,0.39886,2.05707,2.52809,2.8632,0.000505,0.000505,0.000505
52,32.7659,0.75776,0.98475,0.96387,0.99714,1,0.995,0.39886,2.05707,2.52809,2.8632,0.000505002,0.000505002,0.000505002
53,33.3676,0.64646,0.95566,0.9284,0.99714,1,0.995,0.39886,2.05707,2.52809,2.8632,0.000504608,0.000504608,0.000504608
54,34.0023,0.71647,1.05804,0.98242,0.98336,1,0.995,0.32415,2.25796,2.3363,3.31086,0.000503818,0.000503818,0.000503818
55,34.6146,0.6137,0.97175,0.94318,0.98336,1,0.995,0.32415,2.25796,2.3363,3.31086,0.000502632,0.000502632,0.000502632
56,35.2046,0.79165,1.13458,1.00024,0.98336,1,0.995,0.32415,2.25796,2.3363,3.31086,0.00050105,0.00050105,0.00050105
57,35.8439,0.81845,1.20398,1.12258,0.97721,1,0.995,0.29902,2.30573,2.13338,3.63426,0.000499072,0.000499072,0.000499072
58,36.5704,0.53349,1.01517,0.97543,0.97721,1,0.995,0.29902,2.30573,2.13338,3.63426,0.000496698,0.000496698,0.000496698
59,37.168,0.79563,1.18858,1.00186,0.97721,1,0.995,0.29902,2.30573,2.13338,3.63426,0.000493928,0.000493928,0.000493928
60,37.7991,0.61479,1.06412,0.96289,0.98003,1,0.995,0.44803,2.20467,1.89868,3.77513,0.000490762,0.000490762,0.000490762
61,38.3909,0.61579,1.04499,0.90273,0.98003,1,0.995,0.44803,2.20467,1.89868,3.77513,0.0004872,0.0004872,0.0004872
62,39.002,0.90587,1.3027,1.10059,0.98003,1,0.995,0.44803,2.20467,1.89868,3.77513,0.000483242,0.000483242,0.000483242
63,39.6337,0.69314,0.97376,0.91683,0.98169,1,0.995,0.49791,2.06177,1.87872,3.50488,0.000478888,0.000478888,0.000478888
64,40.2385,0.64258,0.97607,0.91858,0.98169,1,0.995,0.49791,2.06177,1.87872,3.50488,0.000474138,0.000474138,0.000474138
65,40.8879,0.69669,1.01268,0.97684,0.98169,1,0.995,0.49791,2.06177,1.87872,3.50488,0.000468992,0.000468992,0.000468992
66,41.5051,0.68812,0.99207,1.03791,0.98302,1,0.995,0.44862,2.14427,1.82155,3.38056,0.00046345,0.00046345,0.00046345
67,42.1216,0.7816,1.05169,1.0626,0.98302,1,0.995,0.44862,2.14427,1.82155,3.38056,0.000457512,0.000457512,0.000457512
68,42.737,0.56313,0.85343,0.93821,0.98302,1,0.995,0.44862,2.14427,1.82155,3.38056,0.000451178,0.000451178,0.000451178
69,43.3843,0.65527,0.99501,1.01545,0.99054,1,0.995,0.44981,2.04695,1.98259,2.78554,0.000444448,0.000444448,0.000444448
70,44.0401,0.63654,0.94926,0.93888,0.99054,1,0.995,0.44981,2.04695,1.98259,2.78554,0.000437322,0.000437322,0.000437322
71,44.6451,0.61207,0.8901,0.96178,0.99054,1,0.995,0.44981,2.04695,1.98259,2.78554,0.0004298,0.0004298,0.0004298
72,45.2791,0.69738,0.96751,0.92222,1,0.9958,0.995,0.5094,1.88376,2.02448,2.4263,0.000421882,0.000421882,0.000421882
73,45.8698,0.6365,1.1197,0.98645,1,0.9958,0.995,0.5094,1.88376,2.02448,2.4263,0.000413568,0.000413568,0.000413568
74,46.6472,0.74725,0.96733,1.04342,1,0.9958,0.995,0.5094,1.88376,2.02448,2.4263,0.000404858,0.000404858,0.000404858
75,47.2924,0.66437,0.86136,0.99548,0.9893,1,0.995,0.49841,1.82818,1.99139,2.37151,0.000395752,0.000395752,0.000395752
76,47.885,0.74392,0.93207,0.98509,0.9893,1,0.995,0.49841,1.82818,1.99139,2.37151,0.00038625,0.00038625,0.00038625
77,48.5076,0.7543,1.00337,0.91952,0.9893,1,0.995,0.49841,1.82818,1.99139,2.37151,0.000376352,0.000376352,0.000376352
78,49.2025,0.63503,0.88052,0.98266,0.98006,1,0.995,0.50017,1.9138,1.90956,2.50661,0.000366058,0.000366058,0.000366058
79,49.7953,0.55908,0.83486,0.79872,0.98006,1,0.995,0.50017,1.9138,1.90956,2.50661,0.000355368,0.000355368,0.000355368
80,50.4073,0.63366,0.84337,0.97318,0.98006,1,0.995,0.50017,1.9138,1.90956,2.50661,0.000344282,0.000344282,0.000344282
81,51.0346,0.72552,1.18041,1.02917,0.98354,1,0.995,0.5045,1.88986,1.83616,2.4216,0.0003328,0.0003328,0.0003328
82,51.6414,0.61744,0.85147,0.95648,0.98354,1,0.995,0.5045,1.88986,1.83616,2.4216,0.000320922,0.000320922,0.000320922
83,52.2609,0.57566,0.86389,0.86592,0.98354,1,0.995,0.5045,1.88986,1.83616,2.4216,0.000308648,0.000308648,0.000308648
84,52.9005,0.57717,0.89677,1.006,0.9884,1,0.995,0.50256,1.82321,1.80711,2.3589,0.000295978,0.000295978,0.000295978
85,53.4988,0.54867,0.82302,0.93875,0.9884,1,0.995,0.50256,1.82321,1.80711,2.3589,0.000282912,0.000282912,0.000282912
86,54.1236,0.4971,0.81459,0.89142,0.9884,1,0.995,0.50256,1.82321,1.80711,2.3589,0.00026945,0.00026945,0.00026945
87,54.7229,0.4823,0.8179,0.94148,0.9884,1,0.995,0.50256,1.82321,1.80711,2.3589,0.000255592,0.000255592,0.000255592
88,55.3967,0.51817,0.80579,0.88989,0.99109,1,0.995,0.50129,1.82158,1.71662,2.31312,0.000241338,0.000241338,0.000241338
89,56.1344,0.64433,1.00698,1.01135,0.99109,1,0.995,0.50129,1.82158,1.71662,2.31312,0.000226688,0.000226688,0.000226688
90,56.7303,0.46349,0.72677,0.87222,0.99109,1,0.995,0.50129,1.82158,1.71662,2.31312,0.000211642,0.000211642,0.000211642
91,58.3231,0.50882,1.19111,0.90343,0.99109,1,0.995,0.50129,1.82158,1.71662,2.31312,0.0001962,0.0001962,0.0001962
92,59.0155,0.51991,1.24765,0.9579,0.99261,1,0.995,0.499,1.89025,1.63616,2.47909,0.000180362,0.000180362,0.000180362
93,59.6626,0.49007,1.17504,0.88559,0.99261,1,0.995,0.499,1.89025,1.63616,2.47909,0.000164128,0.000164128,0.000164128
94,60.3248,0.44336,1.12887,0.89191,0.99261,1,0.995,0.499,1.89025,1.63616,2.47909,0.000147498,0.000147498,0.000147498
95,60.9468,0.403,1.13452,0.85403,0.99261,1,0.995,0.499,1.89025,1.63616,2.47909,0.000130472,0.000130472,0.000130472
96,61.5682,0.46376,1.20331,0.92548,0.99112,1,0.995,0.49839,1.9398,1.54007,2.60448,0.00011305,0.00011305,0.00011305
97,62.2257,0.4884,1.08671,0.91993,0.99112,1,0.995,0.49839,1.9398,1.54007,2.60448,9.5232e-05,9.5232e-05,9.5232e-05
98,62.8266,0.49284,1.14014,0.91962,0.99112,1,0.995,0.49839,1.9398,1.54007,2.60448,7.7018e-05,7.7018e-05,7.7018e-05
99,63.4435,0.42981,1.1569,0.897,0.99112,1,0.995,0.49839,1.9398,1.54007,2.60448,5.8408e-05,5.8408e-05,5.8408e-05
100,64.0868,0.3393,1.05756,0.91457,0.98663,1,0.995,0.49834,1.95838,1.5043,2.6537,3.9402e-05,3.9402e-05,3.9402e-05
