epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,281.861,0.84632,0.99297,1.07746,0.98288,1,0.995,0.21353,2.38495,2.88689,3.70844,0.000502618,0.000502618,0.000502618
49,286.894,0.93186,1.06488,1.05442,1,0.97515,0.995,0.25908,2.49271,2.6509,3.29557,0.000503808,0.000503808,0.000503808
50,291.96,0.68654,1.01921,1.00444,1,0.97515,0.995,0.25908,2.49271,2.6509,3.29557,0.000504602,0.000504602,0.000504602
51,297.175,0.76876,1.04932,1.13894,0.99552,1,0.995,0.37344,2.31425,2.3044,2.87806,0.000505,0.000505,0.000505
52,302.128,0.68317,0.98443,0.98923,0.99552,1,0.995,0.37344,2.31425,2.3044,2.87806,0.000505002,0.000505002,0.000505002
53,307.591,0.84816,1.29686,1.1983,0.99552,1,0.995,0.37344,2.31425,2.3044,2.87806,0.000504608,0.000504608,0.000504608
54,312.594,0.77531,1.09218,1.08337,0.96837,1,0.995,0.5526,2.0442,1.85685,2.51771,0.000503818,0.000503818,0.000503818
55,317.608,0.66532,0.97241,1.00791,0.96837,1,0.995,0.5526,2.0442,1.85685,2.51771,0.000502632,0.000502632,0.000502632
56,322.498,0.7123,1.00888,0.95069,0.96837,1,0.995,0.5526,2.0442,1.85685,2.51771,0.00050105,0.00050105,0.00050105
57,327.405,0.75043,1.03111,0.94768,0.97574,1,0.995,0.44905,2.05351,1.60691,2.44942,0.000499072,0.000499072,0.000499072
58,332.473,0.63104,1.09527,1.08648,0.97574,1,0.995,0.44905,2.05351,1.60691,2.44942,0.000496698,0.000496698,0.000496698
59,337.438,0.78629,1.26121,1.0221,0.97574,1,0.995,0.44905,2.05351,1.60691,2.44942,0.000493928,0.000493928,0.000493928
60,342.371,0.6209,1.05264,0.96078,0.97889,1,0.995,0.37577,2.10268,1.73991,2.73973,0.000490762,0.000490762,0.000490762
61,347.337,0.61901,0.89424,1.05045,0.97889,1,0.995,0.37577,2.10268,1.73991,2.73973,0.0004872,0.0004872,0.0004872
62,352.291,0.67225,1.00637,1.01606,0.97889,1,0.995,0.37577,2.10268,1.73991,2.73973,0.000483242,0.000483242,0.000483242
63,357.234,0.78263,1.08673,0.96745,0.98283,1,0.995,0.32753,1.99734,1.98913,2.78455,0.000478888,0.000478888,0.000478888
64,362.073,0.73436,0.97741,0.93957,0.98283,1,0.995,0.32753,1.99734,1.98913,2.78455,0.000474138,0.000474138,0.000474138
65,367.159,0.75729,0.92736,0.94137,0.98283,1,0.995,0.32753,1.99734,1.98913,2.78455,0.000468992,0.000468992,0.000468992
66,372.282,0.76429,1.03192,1.02762,0.98531,1,0.995,0.32489,2.01829,2.10819,2.71754,0.00046345,0.00046345,0.00046345
67,377.163,0.72433,1.15313,0.9815,0.98531,1,0.995,0.32489,2.01829,2.10819,2.71754,0.000457512,0.000457512,0.000457512
68,382.282,0.68251,1.14675,0.94791,0.98531,1,0.995,0.32489,2.01829,2.10819,2.71754,0.000451178,0.000451178,0.000451178
69,388.504,0.68234,0.8769,0.95036,0.98215,1,0.995,0.32799,1.80894,2.26457,2.27722,0.000444448,0.000444448,0.000444448
70,395.262,0.62941,1.14491,0.94277,0.98215,1,0.995,0.32799,1.80894,2.26457,2.27722,0.000437322,0.000437322,0.000437322
71,401.559,0.63173,0.99036,0.93385,0.98215,1,0.995,0.32799,1.80894,2.26457,2.27722,0.0004298,0.0004298,0.0004298
72,406.684,0.53524,1.01314,0.91379,0.9485,1,0.995,0.37927,1.9514,2.0851,2.31398,0.000421882,0.000421882,0.000421882
73,411.687,0.55851,0.98895,0.98265,0.9485,1,0.995,0.37927,1.9514,2.0851,2.31398,0.000413568,0.000413568,0.000413568
74,416.72,0.58674,0.81681,0.96778,0.9485,1,0.995,0.37927,1.9514,2.0851,2.31398,0.000404858,0.000404858,0.000404858
75,421.832,0.55333,0.8622,0.88942,0.95157,1,0.995,0.46374,1.77292,2.28936,2.12615,0.000395752,0.000395752,0.000395752
76,426.893,0.52894,0.79951,0.89574,0.95157,1,0.995,0.46374,1.77292,2.28936,2.12615,0.00038625,0.00038625,0.00038625
77,431.994,0.51808,0.75228,0.91317,0.95157,1,0.995,0.46374,1.77292,2.28936,2.12615,0.000376352,0.000376352,0.000376352
78,438.294,0.4945,0.92623,0.94546,0.95981,1,0.995,0.47369,1.80424,2.20864,1.9749,0.000366058,0.000366058,0.000366058
79,444.587,0.48322,0.75752,0.90221,0.95981,1,0.995,0.47369,1.80424,2.20864,1.9749,0.000355368,0.000355368,0.000355368
80,449.622,0.50799,0.7815,0.88499,0.95981,1,0.995,0.47369,1.80424,2.20864,1.9749,0.000344282,0.000344282,0.000344282
81,454.812,0.61991,0.82974,0.90325,0.96494,1,0.995,0.58644,1.76263,2.15664,1.83967,0.0003328,0.0003328,0.0003328
82,459.895,0.56945,0.80589,0.90142,0.96494,1,0.995,0.58644,1.76263,2.15664,1.83967,0.000320922,0.000320922,0.000320922
83,464.996,0.49317,0.75526,0.84751,0.96494,1,0.995,0.58644,1.76263,2.15664,1.83967,0.000308648,0.000308648,0.000308648
84,470.19,0.69913,1.00579,0.90257,0.96757,1,0.995,0.66292,1.6102,2.26774,1.74653,0.000295978,0.000295978,0.000295978
85,475.345,0.70386,0.99439,1.13304,0.96757,1,0.995,0.66292,1.6102,2.26774,1.74653,0.000282912,0.000282912,0.000282912
86,480.463,0.57245,0.86562,0.95195,0.96757,1,0.995,0.66292,1.6102,2.26774,1.74653,0.00026945,0.00026945,0.00026945
87,485.403,0.48783,0.84048,0.90697,0.96757,1,0.995,0.66292,1.6102,2.26774,1.74653,0.000255592,0.000255592,0.000255592
88,490.558,0.4517,0.76542,0.8992,0.97403,1,0.995,0.66292,1.51291,2.17782,1.69486,0.000241338,0.000241338,0.000241338
89,495.584,0.46038,0.70249,0.91581,0.97403,1,0.995,0.66292,1.51291,2.17782,1.69486,0.000226688,0.000226688,0.000226688
90,500.765,0.52951,0.9244,0.86497,0.97403,1,0.995,0.66292,1.51291,2.17782,1.69486,0.000211642,0.000211642,0.000211642
91,506.259,0.4076,1.1404,0.89704,0.97403,1,0.995,0.66292,1.51291,2.17782,1.69486,0.0001962,0.0001962,0.0001962
92,513.168,0.43327,1.12714,0.83035,0.9831,1,0.995,0.66292,1.44164,2.03871,1.64007,0.000180362,0.000180362,0.000180362
93,518.572,0.4008,1.16671,0.82212,0.9831,1,0.995,0.66292,1.44164,2.03871,1.64007,0.000164128,0.000164128,0.000164128
94,524.04,0.36147,1.07744,0.86847,0.9831,1,0.995,0.66292,1.44164,2.03871,1.64007,0.000147498,0.000147498,0.000147498
95,529.409,0.41153,1.19644,0.94064,0.9831,1,0.995,0.66292,1.44164,2.03871,1.64007,0.000130472,0.000130472,0.000130472
96,534.466,0.40753,1.1906,0.87721,1,0.9989,0.995,0.64638,1.4123,2.03673,1.62889,0.00011305,0.00011305,0.00011305
97,539.92,0.3283,1.00111,0.84272,1,0.9989,0.995,0.64638,1.4123,2.03673,1.62889,9.5232e-05,9.5232e-05,9.5232e-05
98,546.834,0.38841,1.08835,0.93819,1,0.9989,0.995,0.64638,1.4123,2.03673,1.62889,7.7018e-05,7.7018e-05,7.7018e-05
99,554.239,0.39125,1.06724,0.8861,1,0.9989,0.995,0.64638,1.4123,2.03673,1.62889,5.8408e-05,5.8408e-05,5.8408e-05
100,560.109,0.42565,1.06821,0.95795,0.98737,1,0.995,0.59663,1.37715,2.03929,1.5994,3.9402e-05,3.9402e-05,3.9402e-05
