epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,307.197,0.71305,0.9902,0.98945,1,0.91449,0.995,0.79559,0.81237,2.32872,1.22026,0.00088816,0.00088816,0.00088816
34,317.394,0.77559,0.98513,0.99905,1,0.91449,0.995,0.79559,0.81237,2.32872,1.22026,0.000902222,0.000902222,0.000902222
35,327.285,0.70502,0.98954,1.01836,1,0.95148,0.995,0.79559,0.76626,2.11631,1.17267,0.000915492,0.000915492,0.000915492
36,336.388,0.81584,1.07262,1.02154,0.95212,0.5,0.82833,0.7455,0.76577,2.04154,1.15683,0.00092797,0.00092797,0.00092797
37,345.474,0.69533,0.89365,0.91135,0.95212,0.5,0.82833,0.7455,0.76577,2.04154,1.15683,0.000939656,0.000939656,0.000939656
38,354.369,0.84235,0.91081,1.01975,1,0.96102,0.995,0.84554,0.74664,1.87656,1.16455,0.00095055,0.00095055,0.00095055
39,363.646,0.74467,0.8982,0.96324,0.62192,0.86577,0.82833,0.71221,0.69464,1.90812,1.2116,0.000960652,0.000960652,0.000960652
40,372.361,0.71142,0.82086,0.91619,0.62192,0.86577,0.82833,0.71221,0.69464,1.90812,1.2116,0.000969962,0.000969962,0.000969962
41,380.915,0.81813,0.98811,1.05974,0.64174,0.92522,0.82833,0.62267,0.78311,1.81245,1.15968,0.00097848,0.00097848,0.00097848
42,389.635,0.78724,0.93089,1.00013,0.96686,0.5,0.82833,0.56989,0.90657,1.82234,1.17811,0.000986206,0.000986206,0.000986206
43,398.852,0.68243,0.90667,0.92266,0.96686,0.5,0.82833,0.56989,0.90657,1.82234,1.17811,0.00099314,0.00099314,0.00099314
44,407.125,0.77356,0.9126,1.04702,0.58529,1,0.82833,0.71221,0.769,1.72489,1.19548,0.000999282,0.000999282,0.000999282
45,414.963,0.69542,0.95894,1.00317,0.58529,1,0.82833,0.71221,0.769,1.72489,1.19548,0.00100463,0.00100463,0.00100463
46,423.084,0.68735,0.92827,0.94952,0.62117,1,0.82833,0.67892,0.93811,1.75686,1.30585,0.00100919,0.00100919,0.00100919
47,431.527,0.78236,1.02346,1.04915,0.62117,1,0.82833,0.67892,0.93811,1.75686,1.30585,0.00101296,0.00101296,0.00101296
48,439.795,0.69403,0.86229,0.96634,1,0.93874,0.995,0.6965,1.10539,1.876,1.55127,0.00101593,0.00101593,0.00101593
49,447.95,0.73621,0.90983,0.97773,1,0.93874,0.995,0.6965,1.10539,1.876,1.55127,0.00101811,0.00101811,0.00101811
50,456.359,0.77406,0.94306,1.00993,0.96224,1,0.995,0.64658,1.32541,1.57562,2.04063,0.0010195,0.0010195,0.0010195
51,465.103,0.66994,0.86245,0.94118,0.96224,1,0.995,0.64658,1.32541,1.57562,2.04063,0.00101,0.00101,0.00101
52,474.351,0.64688,0.84704,0.98131,0.97534,1,0.995,0.57341,1.61629,1.56769,2.66778,0.0009902,0.0009902,0.0009902
53,482.915,0.7124,0.84805,0.92468,0.97534,1,0.995,0.57341,1.61629,1.56769,2.66778,0.0009704,0.0009704,0.0009704
54,492.006,0.74285,0.97531,1.01345,0.97787,1,0.995,0.5478,1.74924,1.9337,2.31606,0.0009506,0.0009506,0.0009506
55,500.885,0.63441,0.87939,0.99416,0.97787,1,0.995,0.5478,1.74924,1.9337,2.31606,0.0009308,0.0009308,0.0009308
56,509.98,0.63746,0.83058,0.95435,0.9763,1,0.995,0.5484,1.55627,1.48135,1.70567,0.000911,0.000911,0.000911
57,518.52,0.64413,0.80003,0.95453,0.9763,1,0.995,0.5484,1.55627,1.48135,1.70567,0.0008912,0.0008912,0.0008912
58,527.176,0.61592,0.8013,0.91174,0.97855,1,0.995,0.64658,1.23397,1.2274,1.40099,0.0008714,0.0008714,0.0008714
59,535.626,0.68242,0.82346,0.97953,0.97855,1,0.995,0.64658,1.23397,1.2274,1.40099,0.0008516,0.0008516,0.0008516
60,544.271,0.54327,0.71922,0.92046,0.97768,1,0.995,0.72129,0.90775,1.04349,1.26579,0.0008318,0.0008318,0.0008318
61,552.682,0.58424,0.7172,0.90418,0.97768,1,0.995,0.72129,0.90775,1.04349,1.26579,0.000812,0.000812,0.000812
62,561.435,0.58773,0.81381,0.99117,0.98503,1,0.995,0.72129,0.9304,1.17227,1.23453,0.0007922,0.0007922,0.0007922
63,569.985,0.66705,0.83181,0.96193,0.98503,1,0.995,0.72129,0.9304,1.17227,1.23453,0.0007724,0.0007724,0.0007724
64,579.153,0.67128,0.75031,0.96627,0.98373,1,0.995,0.796,1.02421,1.26812,1.22362,0.0007526,0.0007526,0.0007526
65,588.079,0.60107,0.79568,0.95646,0.98373,1,0.995,0.796,1.02421,1.26812,1.22362,0.0007328,0.0007328,0.0007328
66,596.729,0.57765,0.69939,0.92467,0.98191,1,0.995,0.796,1.14099,1.29208,1.39699,0.000713,0.000713,0.000713
67,604.969,0.55927,0.67039,0.92443,0.98191,1,0.995,0.796,1.14099,1.29208,1.39699,0.0006932,0.0006932,0.0006932
68,613.406,0.60898,0.69173,0.873,0.9763,1,0.995,0.62179,1.42262,1.29135,1.6869,0.0006734,0.0006734,0.0006734
69,622.067,0.57279,0.73139,0.91344,0.9763,1,0.995,0.62179,1.42262,1.29135,1.6869,0.0006536,0.0006536,0.0006536
70,630.682,0.66535,0.84691,1.011,0.9806,1,0.995,0.64691,1.49333,1.28286,1.79506,0.0006338,0.0006338,0.0006338
71,639.296,0.55825,0.8299,0.92851,0.9806,1,0.995,0.64691,1.49333,1.28286,1.79506,0.000614,0.000614,0.000614
72,648.128,0.57448,0.67237,0.92384,0.98318,1,0.995,0.64654,1.49148,1.20034,1.83677,0.0005942,0.0005942,0.0005942
73,656.845,0.62057,0.70773,0.9752,0.98318,1,0.995,0.64654,1.49148,1.20034,1.83677,0.0005744,0.0005744,0.0005744
74,665.255,0.52916,0.67172,0.88535,0.98243,1,0.995,0.52277,1.72992,1.19018,2.05839,0.0005546,0.0005546,0.0005546
75,673.972,0.59732,0.67246,0.94529,0.98243,1,0.995,0.52277,1.72992,1.19018,2.05839,0.0005348,0.0005348,0.0005348
76,682.529,0.54519,0.70001,0.94948,0.9796,1,0.995,0.52229,1.69594,1.18011,1.98132,0.000515,0.000515,0.000515
77,691.263,0.52876,0.65944,0.92892,0.9796,1,0.995,0.52229,1.69594,1.18011,1.98132,0.0004952,0.0004952,0.0004952
78,700.229,0.47596,0.65733,0.89101,0.97729,1,0.995,0.62179,1.46506,1.25159,1.69247,0.0004754,0.0004754,0.0004754
79,709.273,0.48165,0.60645,0.87144,0.97729,1,0.995,0.62179,1.46506,1.25159,1.69247,0.0004556,0.0004556,0.0004556
80,717.888,0.48233,0.63746,0.90951,0.97677,1,0.995,0.59725,1.20635,1.28556,1.47073,0.0004358,0.0004358,0.0004358
81,726.447,0.48375,0.60908,0.91698,0.97677,1,0.995,0.59725,1.20635,1.28556,1.47073,0.000416,0.000416,0.000416
82,735.071,0.43619,0.60156,0.84808,0.97261,1,0.995,0.74588,1.19095,1.44521,1.40518,0.0003962,0.0003962,0.0003962
83,743.626,0.42057,0.58312,0.88382,0.97261,1,0.995,0.74588,1.19095,1.44521,1.40518,0.0003764,0.0003764,0.0003764
84,752.442,0.52552,0.67842,0.89424,0.97215,1,0.995,0.64671,1.43651,1.42579,1.56762,0.0003566,0.0003566,0.0003566
85,761.074,0.46221,0.63781,0.89804,0.97215,1,0.995,0.64671,1.43651,1.42579,1.56762,0.0003368,0.0003368,0.0003368
86,769.913,0.52227,0.6076,0.91826,0.97725,1,0.995,0.57204,1.5864,1.33818,1.84272,0.000317,0.000317,0.000317
87,778.104,0.4501,0.58594,0.8672,0.97725,1,0.995,0.57204,1.5864,1.33818,1.84272,0.0002972,0.0002972,0.0002972
88,786.853,0.46633,0.61167,0.87394,0.98096,1,0.995,0.42361,1.83035,1.18481,2.07073,0.0002774,0.0002774,0.0002774
89,795.639,0.54327,0.60344,0.89834,0.98096,1,0.995,0.42361,1.83035,1.18481,2.07073,0.0002576,0.0002576,0.0002576
90,804.443,0.45927,0.57736,0.932,0.98528,1,0.995,0.42357,1.84506,1.2185,2.11548,0.0002378,0.0002378,0.0002378
91,812.959,0.42806,0.87109,0.88483,0.98528,1,0.995,0.42357,1.84506,1.2185,2.11548,0.000218,0.000218,0.000218
92,821.658,0.4014,0.84333,0.86541,0.98133,1,0.995,0.5228,1.86896,1.0881,2.17389,0.0001982,0.0001982,0.0001982
93,830.816,0.4048,0.85307,0.89282,0.98133,1,0.995,0.5228,1.86896,1.0881,2.17389,0.0001784,0.0001784,0.0001784
94,840.182,0.42044,0.89115,0.88966,0.9796,1,0.995,0.49799,1.80188,0.99681,2.09044,0.0001586,0.0001586,0.0001586
95,848.487,0.3639,0.76386,0.85694,0.9796,1,0.995,0.49799,1.80188,0.99681,2.09044,0.0001388,0.0001388,0.0001388
96,856.69,0.31386,0.71388,0.83635,0.97912,1,0.995,0.59645,1.725,1.00729,1.92602,0.000119,0.000119,0.000119
97,864.595,0.38987,0.79098,0.92507,0.97912,1,0.995,0.59645,1.725,1.00729,1.92602,9.92e-05,9.92e-05,9.92e-05
98,872.821,0.32837,0.76383,0.84559,0.98093,1,0.995,0.59645,1.67576,0.95111,1.90214,7.94e-05,7.94e-05,7.94e-05
99,881.179,0.35866,0.7237,0.84647,0.98093,1,0.995,0.59645,1.67576,0.95111,1.90214,5.96e-05,5.96e-05,5.96e-05
100,889.709,0.30539,0.73699,0.86335,0.98174,1,0.995,0.59645,1.62555,0.93618,1.86132,3.98e-05,3.98e-05,3.98e-05
