epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.934246,1.96394,3.12312,1.78834,0.00333,1,0.82833,0.18649,2.22145,4.09421,2.56149,0,0,0
2,1.45513,2.14641,3.36261,2.2127,0.00333,1,0.60611,0.19339,2.17485,3.97881,2.58106,1.9802e-05,1.9802e-05,1.9802e-05
3,2.03869,2.04096,3.57773,2.13131,0.00333,1,0.63786,0.19374,2.20531,4.10979,2.54916,3.9208e-05,3.9208e-05,3.9208e-05
4,2.50769,2.22098,3.52397,2.10558,0.00333,1,0.63786,0.18352,2.21153,4.04483,2.55502,5.8218e-05,5.8218e-05,5.8218e-05
5,2.99908,2.34755,3.34226,2.12773,0.00333,1,0.3725,0.1082,2.24807,3.93587,2.55805,7.6832e-05,7.6832e-05,7.6832e-05
6,3.46593,1.67406,3.23726,1.75524,0.00333,1,0.66167,0.19199,2.28627,3.80343,2.5588,9.505e-05,9.505e-05,9.505e-05
7,4.01293,2.18044,3.23745,2.17147,0.00333,1,0.63786,0.20628,2.07037,3.71838,2.34971,0.000112872,0.000112872,0.000112872
8,4.77201,1.90709,2.99035,1.82323,0.00333,1,0.82833,0.30393,1.82156,3.53344,2.23928,0.000130298,0.000130298,0.000130298
9,5.3732,1.83322,2.94298,1.78387,0.00333,1,0.995,0.3664,1.92546,3.44425,2.21946,0.000147328,0.000147328,0.000147328
10,5.96898,1.63478,2.98553,1.66967,0.00333,1,0.82833,0.318,1.87227,3.94586,2.08673,0.000163962,0.000163962,0.000163962
11,6.53433,1.52598,2.98714,1.63774,0.00333,1,0.995,0.39497,1.62812,3.69285,1.84455,0.0001802,0.0001802,0.0001802
12,7.14267,1.68063,2.38347,1.58601,0.00333,1,0.995,0.33148,1.68427,3.45769,1.72771,0.000196042,0.000196042,0.000196042
13,7.72301,1.35176,2.24179,1.47577,0.00333,1,0.995,0.31488,1.81004,3.4129,1.75278,0.000211488,0.000211488,0.000211488
14,8.30082,1.38222,2.06354,1.33464,0.00333,1,0.995,0.43104,1.51404,3.55388,1.58548,0.000226538,0.000226538,0.000226538
15,8.89,1.25417,2.05233,1.30411,0.00333,1,0.995,0.57204,1.18062,3.22629,1.44182,0.000241192,0.000241192,0.000241192
16,9.48841,1.15112,1.89741,1.27985,0.00333,1,0.995,0.58033,0.9083,2.99679,1.32608,0.00025545,0.00025545,0.00025545
17,10.1146,1.32392,1.73774,1.29248,0.00333,1,0.995,0.50963,0.91887,3.02503,1.33766,0.000269312,0.000269312,0.000269312
18,10.6601,1.08855,1.52125,1.12634,0.00333,1,0.995,0.50963,0.91887,3.02503,1.33766,0.000282778,0.000282778,0.000282778
19,11.236,1.12031,1.56674,1.27431,0.00333,1,0.995,0.42246,1.03511,3.03655,1.3948,0.000295848,0.000295848,0.000295848
20,11.8046,1.09425,1.53019,1.18816,0.00333,1,0.995,0.42246,1.03511,3.03655,1.3948,0.000308522,0.000308522,0.000308522
21,12.4126,1.28638,1.40513,1.21487,0.00333,1,0.995,0.42246,1.21347,3.05194,1.51147,0.0003208,0.0003208,0.0003208
22,13.0112,1.00108,1.53508,1.22232,0.00333,1,0.995,0.42246,1.21347,3.05194,1.51147,0.000332682,0.000332682,0.000332682
23,13.6057,1.03468,1.44529,1.31703,0.00333,1,0.995,0.3568,1.27025,3.0453,1.48105,0.000344168,0.000344168,0.000344168
24,14.1732,0.98652,1.4917,1.22834,0.00333,1,0.995,0.3568,1.27025,3.0453,1.48105,0.000355258,0.000355258,0.000355258
25,14.7499,0.98228,1.3885,1.13485,0.00333,1,0.995,0.35826,1.08036,3.1951,1.37683,0.000365952,0.000365952,0.000365952
26,15.4931,0.95313,1.53517,1.26452,0.00333,1,0.995,0.35826,1.08036,3.1951,1.37683,0.00037625,0.00037625,0.00037625
27,16.1057,1.10366,1.48474,1.20997,0.00333,1,0.995,0.35841,1.0999,3.20453,1.37033,0.000386152,0.000386152,0.000386152
28,16.6739,1.06681,1.55744,1.24252,0.00333,1,0.995,0.35841,1.0999,3.20453,1.37033,0.000395658,0.000395658,0.000395658
29,17.2572,1.03901,1.29941,1.13299,0.00333,1,0.995,0.45534,1.35578,3.0771,1.49031,0.000404768,0.000404768,0.000404768
30,17.8224,1.03607,1.36171,1.18668,0.00333,1,0.995,0.45534,1.35578,3.0771,1.49031,0.000413482,0.000413482,0.000413482
31,18.4025,0.94054,1.27882,1.14515,0.00333,1,0.995,0.597,1.31927,2.87984,1.43429,0.0004218,0.0004218,0.0004218
32,18.9906,0.97408,1.23145,1.04793,0.00333,1,0.995,0.597,1.31927,2.87984,1.43429,0.000429722,0.000429722,0.000429722
33,19.6324,1.0792,1.36749,1.16413,0.00333,1,0.995,0.597,1.3517,2.77383,1.46786,0.000437248,0.000437248,0.000437248
34,20.2112,0.74531,1.19108,1.00481,0.00333,1,0.995,0.597,1.3517,2.77383,1.46786,0.000444378,0.000444378,0.000444378
