epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.05761,1.88801,2.98254,1.73238,0.00333,1,0.995,0.2009,2.38529,3.79595,2.80122,0,0,0
2,4.16208,1.67697,3.55461,1.83984,0.00333,1,0.995,0.30071,2.56891,3.58009,2.84897,1.9604e-05,1.9604e-05,1.9604e-05
3,6.0965,1.64648,3.61261,2.0258,0.00333,1,0.995,0.29953,2.62015,3.35661,2.8356,3.8416e-05,3.8416e-05,3.8416e-05
4,8.10925,1.82251,3.09298,2.06205,0.00333,1,0.995,0.20469,2.67857,3.61307,2.82626,5.6436e-05,5.6436e-05,5.6436e-05
5,9.95541,1.76599,3.20972,1.77571,0.00333,1,0.995,0.20542,2.54316,4.42702,2.41382,7.3664e-05,7.3664e-05,7.3664e-05
6,11.8387,1.66542,2.7075,1.55661,0.00333,1,0.995,0.199,2.50672,4.55377,2.32724,9.01e-05,9.01e-05,9.01e-05
7,13.7253,1.43633,2.96807,1.52991,0.00333,1,0.995,0.37312,2.28284,3.78669,2.0774,0.000105744,0.000105744,0.000105744
8,15.597,1.28317,2.50882,1.2181,0.00333,1,0.4975,0.21558,2.04886,3.47897,1.92403,0.000120596,0.000120596,0.000120596
9,17.5503,1.26406,3.25116,1.59849,0.00333,1,0.995,0.27362,2.061,3.24696,1.94298,0.000134656,0.000134656,0.000134656
10,19.4611,0.91198,2.12244,1.15244,0.00333,1,0.995,0.398,1.94655,3.46177,1.92037,0.000147924,0.000147924,0.000147924
11,21.4371,1.4508,2.77491,1.34273,0.00333,1,0.995,0.44775,1.53986,3.22165,1.76234,0.0001604,0.0001604,0.0001604
12,23.475,1.31059,2.51909,1.3074,0.00333,1,0.995,0.44775,1.21989,3.56891,1.59242,0.000172084,0.000172084,0.000172084
13,25.5223,0.88065,1.86776,1.11817,0.00333,1,0.995,0.44064,1.11193,3.10123,1.4853,0.000182976,0.000182976,0.000182976
14,28.0536,1.26819,2.89797,1.45826,0.00333,1,0.995,0.43117,0.9633,3.03231,1.58876,0.000193076,0.000193076,0.000193076
15,30.8723,0.77375,1.31211,0.9296,0.00333,1,0.4975,0.34825,1.13397,2.96058,1.58807,0.000202384,0.000202384,0.000202384
16,32.8097,0.87833,1.61579,1.09544,0.00333,1,0.4975,0.3184,1.24276,2.94857,1.64288,0.0002109,0.0002109,0.0002109
17,34.672,0.91054,1.41752,1.15494,0.00333,1,0.995,0.6965,1.29306,2.87292,1.61859,0.000218624,0.000218624,0.000218624
18,36.6346,0.91464,2.21158,1.10725,0.00333,1,0.995,0.6965,1.29306,2.87292,1.61859,0.000225556,0.000225556,0.000225556
